timestamp,price,amount,side
1780951457.837,0.02662,0.0048,buy
1780951609.818,0.02661,0.7706,sell
1780951785.506,0.02661,0.0445,sell
1780951836.189,0.0266,0.1451,sell
1780951864.018,0.0266,0.35,sell
1780951961.46,0.0266,0.0827,sell
1780951973.494,0.0266,0.0424,buy
1780952011.911,0.0266,0.2222,buy
1780952011.911,0.0266,0.2222,buy
1780952011.919,0.0266,0.0082,buy
1780952014.033,0.0266,0.0101,buy
1780952014.212,0.0266,0.0502,buy
1780952056.26,0.02661,1.6658,buy
1780952058.037,0.02661,0.006,buy
1780952072.173,0.02661,0.0189,buy
1780952072.173,0.02661,0.008,buy
1780952089.213,0.02662,0.0088,buy
1780952092.257,0.02662,0.5233,buy
1780952169.902,0.02661,0.4,sell
1780952171.232,0.02662,0.9719,buy
1780952171.792,0.02662,0.87,buy
1780952181.696,0.02661,0.2477,sell
1780952212.868,0.02661,0.0122,sell
1780952302.229,0.02661,0.0383,sell
1780952302.524,0.02661,0.014,sell
1780952302.524,0.02661,0.0002,sell
1780952327.669,0.02661,0.0239,buy
1780952330.51,0.02661,2.486,buy
1780952332.963,0.0266,0.0599,sell
1780952334.841,0.02661,0.0202,buy
1780952393.246,0.02661,0.0525,buy
1780952429.963,0.02662,0.032,buy
1780952429.994,0.02663,0.024,buy
1780952432.258,0.02662,0.11,sell
1780952520.34,0.02662,0.0565,sell
1780952530.32,0.02662,0.0651,buy
1780952530.322,0.02663,0.4,buy
1780952535.36,0.02663,0.032,buy
1780952535.371,0.02664,2.4252,buy
1780952535.383,0.02664,0.0541,buy
1780952542.027,0.02665,0.0591,buy
1780952550.917,0.02665,0.9477,buy
1780952551.234,0.02665,0.016,buy
1780952551.299,0.02665,0.016,buy
1780952551.336,0.02665,0.0374,sell
1780952551.55,0.02665,3.0055,sell
1780952552.234,0.02666,1.3543,buy
1780952552.239,0.02666,0.012,buy
1780952552.243,0.02666,0.016,buy
1780952556.869,0.02666,0.0052,sell
1780952561.875,0.02666,0.0153,sell
1780952562.44,0.02666,0.0235,sell
1780952562.674,0.02665,0.059,sell
1780952564.286,0.02665,0.0651,sell
1780952565.468,0.02665,0.1136,sell
1780952584.957,0.02665,1.7064,sell
1780952615.032,0.02666,0.1524,buy
1780952629.459,0.02667,0.4149,buy
1780952629.499,0.02667,0.0374,sell
1780952629.58,0.02668,0.3721,buy
1780952629.614,0.02667,0.0183,sell
